Device ID,Device Name,Asset ID (Container),Status,Last Seen,Latitude,Longitude,Temperature (°C),Door Status,Power Status,Battery Level (%),Error Codes,Data Source,Raw Data (JSON)
"CR012","CR012","CR012","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74408","-118.272248","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CR012"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""27.9"",""GPSLatitude"":""33.744080"",""LastAssetID"":""CR012"",""GPSLongitude"":""-118.272248"",""BatteryVoltage"":""8.24""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.8"",""AssetID"":""CR012"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:20.972Z"",""EventDtm"":""2025-11-03T11:28:20.972Z""}}}"
"Site Cabin 74","Site Cabin 74","Site Cabin 74","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.742289","-118.268704","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""Site Cabin 74"",""ExtPower"":false,""DoorState"":""closed"",""DeviceTemp"":""23.4"",""GPSLatitude"":""33.742289"",""LastAssetID"":""Site Cabin 74"",""GPSLongitude"":""-118.268704"",""BatteryVoltage"":""8.28""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""12.9"",""AssetID"":""Site Cabin 74"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:40.862Z"",""EventDtm"":""2025-11-03T11:26:40.862Z""}}}"
"GLDU3226712","GLDU3226712","GLDU3226712","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745585","-118.271793","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""GLDU3226712"",""ExtPower"":false,""DoorState"":""closed"",""DeviceTemp"":""21.0"",""GPSLatitude"":""33.745585"",""LastAssetID"":""GLDU3226712"",""GPSLongitude"":""-118.271793"",""BatteryVoltage"":""8.45""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.4"",""AssetID"":""GLDU3226712"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:50.877Z"",""EventDtm"":""2025-11-03T11:26:50.877Z""}}}"
"HDMU3414963","HDMU3414963","HDMU3414963","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744702","-118.27677","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""HDMU3414963"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""33.6"",""GPSLatitude"":""33.744702"",""LastAssetID"":""HDMU3414963"",""GPSLongitude"":""-118.276770"",""BatteryVoltage"":""8.71""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""12.6"",""AssetID"":""HDMU3414963"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:36.026Z"",""EventDtm"":""2025-11-03T11:27:36.026Z""}}}"
"CRIU1025083","CRIU1025083","CRIU1025083","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744117","-118.273518","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CRIU1025083"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""25.1"",""GPSLatitude"":""33.744117"",""LastAssetID"":""CRIU1025083"",""GPSLongitude"":""-118.273518"",""BatteryVoltage"":""8.75""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""7.2"",""AssetID"":""CRIU1025083"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_7"",""OemAlarm"":980}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:34.927Z"",""EventDtm"":""2025-11-03T11:27:34.927Z""}}}"
"BMOU9728663","BMOU9728663","BMOU9728663","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740014","-118.271643","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""BMOU9728663"",""ExtPower"":false,""DoorState"":""closed"",""DeviceTemp"":""28.9"",""GPSLatitude"":""33.740014"",""LastAssetID"":""BMOU9728663"",""GPSLongitude"":""-118.271643"",""BatteryVoltage"":""8.73""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.4"",""AssetID"":""BMOU9728663"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:21.261Z"",""EventDtm"":""2025-11-03T11:27:21.261Z""}}}"
"JCTU0140139","JCTU0140139","JCTU0140139","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.742262","-118.269786","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""JCTU0140139"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""20.1"",""GPSLatitude"":""33.742262"",""LastAssetID"":""JCTU0140139"",""GPSLongitude"":""-118.269786"",""BatteryVoltage"":""7.74""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""14.3"",""AssetID"":""JCTU0140139"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_33"",""OemAlarm"":952}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:53.527Z"",""EventDtm"":""2025-11-03T11:27:53.527Z""}}}"
"CR001","CR001","CR001","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747962","-118.272336","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CR001"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""25.8"",""GPSLatitude"":""33.747962"",""LastAssetID"":""CR001"",""GPSLongitude"":""-118.272336"",""BatteryVoltage"":""8.39""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""16.8"",""AssetID"":""CR001"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:51.862Z"",""EventDtm"":""2025-11-03T11:26:51.862Z""}}}"
"WIKU5243523","WIKU5243523","WIKU5243523","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.738528","-118.270505","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""WIKU5243523"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""21.4"",""GPSLatitude"":""33.738528"",""LastAssetID"":""WIKU5243523"",""GPSLongitude"":""-118.270505"",""BatteryVoltage"":""8.48""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.2"",""AssetID"":""WIKU5243523"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:41.599Z"",""EventDtm"":""2025-11-03T11:27:41.599Z""}}}"
"HDMU4737908","HDMU4737908","HDMU4737908","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74294","-118.269331","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""HDMU4737908"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""16.1"",""GPSLatitude"":""33.742940"",""LastAssetID"":""HDMU4737908"",""GPSLongitude"":""-118.269331"",""BatteryVoltage"":""8.84""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""11.6"",""AssetID"":""HDMU4737908"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_16"",""OemAlarm"":79}]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:36.134Z"",""EventDtm"":""2025-11-03T11:28:36.134Z""}}}"
"WHSU4001357","WHSU4001357","WHSU4001357","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743258","-118.274878","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""WHSU4001357"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""34.2"",""GPSLatitude"":""33.743258"",""LastAssetID"":""WHSU4001357"",""GPSLongitude"":""-118.274878"",""BatteryVoltage"":""7.99""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""12.8"",""AssetID"":""WHSU4001357"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:52.578Z"",""EventDtm"":""2025-11-03T11:26:52.578Z""}}}"
"PCIU6034374","PCIU6034374","PCIU6034374","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747565","-118.27091","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""PCIU6034374"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""28.4"",""GPSLatitude"":""33.747565"",""LastAssetID"":""PCIU6034374"",""GPSLongitude"":""-118.270910"",""BatteryVoltage"":""8.92""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""12.6"",""AssetID"":""PCIU6034374"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:23.639Z"",""EventDtm"":""2025-11-03T11:27:23.639Z""}}}"
"CRIU4025087","CRIU4025087","CRIU4025087","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.7429","-118.276467","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CRIU4025087"",""ExtPower"":false,""DoorState"":""closed"",""DeviceTemp"":""19.7"",""GPSLatitude"":""33.742900"",""LastAssetID"":""CRIU4025087"",""GPSLongitude"":""-118.276467"",""BatteryVoltage"":""7.94""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.5"",""AssetID"":""CRIU4025087"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:05.479Z"",""EventDtm"":""2025-11-03T11:28:05.479Z""}}}"
"HNKU6246630","HNKU6246630","HNKU6246630","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74718","-118.271963","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""HNKU6246630"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""25.4"",""GPSLatitude"":""33.747180"",""LastAssetID"":""HNKU6246630"",""GPSLongitude"":""-118.271963"",""BatteryVoltage"":""8.59""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""13.8"",""AssetID"":""HNKU6246630"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:20.072Z"",""EventDtm"":""2025-11-03T11:28:20.072Z""}}}"
"QNLU1018110","QNLU1018110","QNLU1018110","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747738","-118.26998","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""QNLU1018110"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""20.0"",""GPSLatitude"":""33.747738"",""LastAssetID"":""QNLU1018110"",""GPSLongitude"":""-118.269980"",""BatteryVoltage"":""8.40""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""19.7"",""AssetID"":""QNLU1018110"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_34"",""OemAlarm"":960}]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:34.067Z"",""EventDtm"":""2025-11-03T11:28:34.067Z""}}}"
"CXRU1309957","CXRU1309957","CXRU1309957","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739972","-118.275273","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CXRU1309957"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""31.5"",""GPSLatitude"":""33.739972"",""LastAssetID"":""CXRU1309957"",""GPSLongitude"":""-118.275273"",""BatteryVoltage"":""8.07""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.8"",""AssetID"":""CXRU1309957"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:04.799Z"",""EventDtm"":""2025-11-03T11:28:04.799Z""}}}"
"WNGU5214223","WNGU5214223","WNGU5214223","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740563","-118.268678","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""WNGU5214223"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""19.3"",""GPSLatitude"":""33.740563"",""LastAssetID"":""WNGU5214223"",""GPSLongitude"":""-118.268678"",""BatteryVoltage"":""8.83""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""15.5"",""AssetID"":""WNGU5214223"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:54.020Z"",""EventDtm"":""2025-11-03T11:26:54.020Z""}}}"
"MOAU6702872","MOAU6702872","MOAU6702872","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741934","-118.276232","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""MOAU6702872"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""16.1"",""GPSLatitude"":""33.741934"",""LastAssetID"":""MOAU6702872"",""GPSLongitude"":""-118.276232"",""BatteryVoltage"":""7.70""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""11.6"",""AssetID"":""MOAU6702872"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:46.388Z"",""EventDtm"":""2025-11-03T11:27:46.388Z""}}}"
"MIMU8248319 - Rename to CRIU8248319","MIMU8248319 - Rename to CRIU8248319","MIMU8248319 - Rename to CRIU8248319","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74807","-118.268835","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""MIMU8248319 - Rename to CRIU8248319"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""25.8"",""GPSLatitude"":""33.748070"",""LastAssetID"":""MIMU8248319 - Rename to CRIU8248319"",""GPSLongitude"":""-118.268835"",""BatteryVoltage"":""7.86""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""10.3"",""AssetID"":""MIMU8248319 - Rename to CRIU8248319"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:02.926Z"",""EventDtm"":""2025-11-03T11:27:02.926Z""}}}"
"CR002","CR002","CR002","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745015","-118.275151","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CR002"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""32.2"",""GPSLatitude"":""33.745015"",""LastAssetID"":""CR002"",""GPSLongitude"":""-118.275151"",""BatteryVoltage"":""7.84""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.7"",""AssetID"":""CR002"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:54.453Z"",""EventDtm"":""2025-11-03T11:26:54.452Z""}}}"
"TITU7263521","TITU7263521","TITU7263521","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740502","-118.270248","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TITU7263521"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""21.1"",""GPSLatitude"":""33.740502"",""LastAssetID"":""TITU7263521"",""GPSLongitude"":""-118.270248"",""BatteryVoltage"":""7.93""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""13.6"",""AssetID"":""TITU7263521"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:29:24.255Z"",""EventDtm"":""2025-11-03T11:29:24.255Z""}}}"
"CICU4105310","CICU4105310","CICU4105310","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745495","-118.277458","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CICU4105310"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""19.6"",""GPSLatitude"":""33.745495"",""LastAssetID"":""CICU4105310"",""GPSLongitude"":""-118.277458"",""BatteryVoltage"":""7.90""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""11.1"",""AssetID"":""CICU4105310"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:59.036Z"",""EventDtm"":""2025-11-03T11:27:59.036Z""}}}"
"FFLU2604458","FFLU2604458","FFLU2604458","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740777","-118.27357","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""FFLU2604458"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""26.7"",""GPSLatitude"":""33.740777"",""LastAssetID"":""FFLU2604458"",""GPSLongitude"":""-118.273570"",""BatteryVoltage"":""7.60""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""15.4"",""AssetID"":""FFLU2604458"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:08.116Z"",""EventDtm"":""2025-11-03T11:27:08.116Z""}}}"
"FFLU2604801","FFLU2604801","FFLU2604801","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743046","-118.275199","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""FFLU2604801"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""21.3"",""GPSLatitude"":""33.743046"",""LastAssetID"":""FFLU2604801"",""GPSLongitude"":""-118.275199"",""BatteryVoltage"":""7.55""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""6.7"",""AssetID"":""FFLU2604801"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:40.849Z"",""EventDtm"":""2025-11-03T11:27:40.849Z""}}}"
"Site Cabin 82","Site Cabin 82","Site Cabin 82","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744256","-118.271342","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""Site Cabin 82"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""20.4"",""GPSLatitude"":""33.744256"",""LastAssetID"":""Site Cabin 82"",""GPSLongitude"":""-118.271342"",""BatteryVoltage"":""8.74""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""14.5"",""AssetID"":""Site Cabin 82"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:00.765Z"",""EventDtm"":""2025-11-03T11:27:00.765Z""}}}"
"CRIU1025015","CRIU1025015","CRIU1025015","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745589","-118.273087","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CRIU1025015"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""32.5"",""GPSLatitude"":""33.745589"",""LastAssetID"":""CRIU1025015"",""GPSLongitude"":""-118.273087"",""BatteryVoltage"":""8.51""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""6.9"",""AssetID"":""CRIU1025015"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:04.442Z"",""EventDtm"":""2025-11-03T11:28:04.442Z""}}}"
"MLKU5435499","MLKU5435499","MLKU5435499","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739039","-118.270597","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""MLKU5435499"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""16.1"",""GPSLatitude"":""33.739039"",""LastAssetID"":""MLKU5435499"",""GPSLongitude"":""-118.270597"",""BatteryVoltage"":""8.76""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""10.9"",""AssetID"":""MLKU5435499"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:55.945Z"",""EventDtm"":""2025-11-03T11:26:55.945Z""}}}"
"Site Cabin 79","Site Cabin 79","Site Cabin 79","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739531","-118.26874","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""Site Cabin 79"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""15.5"",""GPSLatitude"":""33.739531"",""LastAssetID"":""Site Cabin 79"",""GPSLongitude"":""-118.268740"",""BatteryVoltage"":""8.52""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""14.3"",""AssetID"":""Site Cabin 79"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:56.068Z"",""EventDtm"":""2025-11-03T11:26:56.068Z""}}}"
"WHLU4292982","WHLU4292982","WHLU4292982","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746572","-118.270742","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""WHLU4292982"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""34.0"",""GPSLatitude"":""33.746572"",""LastAssetID"":""WHLU4292982"",""GPSLongitude"":""-118.270742"",""BatteryVoltage"":""8.87""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.5"",""AssetID"":""WHLU4292982"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:56.843Z"",""EventDtm"":""2025-11-03T11:26:56.843Z""}}}"
"GESU9567638","GESU9567638","GESU9567638","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744012","-118.275921","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""GESU9567638"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""25.2"",""GPSLatitude"":""33.744012"",""LastAssetID"":""GESU9567638"",""GPSLongitude"":""-118.275921"",""BatteryVoltage"":""8.73""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""17.1"",""AssetID"":""GESU9567638"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_42"",""OemAlarm"":237}]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:54.975Z"",""EventDtm"":""2025-11-03T11:28:54.975Z""}}}"
"MSCU6816641","MSCU6816641","MSCU6816641","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746692","-118.2693","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""MSCU6816641"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""33.5"",""GPSLatitude"":""33.746692"",""LastAssetID"":""MSCU6816641"",""GPSLongitude"":""-118.269300"",""BatteryVoltage"":""7.99""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""10.5"",""AssetID"":""MSCU6816641"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_52"",""OemAlarm"":782}]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:26.402Z"",""EventDtm"":""2025-11-03T11:28:26.402Z""}}}"
"SIKU2985165","SIKU2985165","SIKU2985165","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743375","-118.268599","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""SIKU2985165"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""32.2"",""GPSLatitude"":""33.743375"",""LastAssetID"":""SIKU2985165"",""GPSLongitude"":""-118.268599"",""BatteryVoltage"":""7.75""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""9.9"",""AssetID"":""SIKU2985165"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:56.501Z"",""EventDtm"":""2025-11-03T11:26:56.501Z""}}}"
